document_id,user_id,document_type,submission_date,verification_status,ai_confidence_score,fraud_detection_flag,processing_time_sec,comments
DOC00314,USER3321,Bank Statement,2025-03-16,Rejected,0.32,False,2.74,Issues detected
DOC00315,USER1740,Passport,2024-09-22,Verified,96.1,False,1.04,Valid document
DOC00316,USER8874,ID Card,2024-09-21,Rejected,44.67,True,2.62,Issues detected
DOC00317,USER1102,Passport,2024-06-22,Verified,99.46,False,3.97,Valid document
DOC00318,USER9969,Passport,2024-12-17,Manual Review,62.05,False,4.68,Issues detected
DOC00319,USER2819,Bank Statement,2025-03-03,Verified,91.88,False,2.49,Valid document
DOC00320,USER5030,Bank Statement,2024-10-06,Manual Review,66.95,False,2.84,Issues detected
DOC00321,USER4091,Passport,2024-08-30,Verified,84.61,False,3.62,Valid document
DOC00322,USER7387,Utility Bill,2024-09-05,Verified,88.86,False,3.4,Valid document
DOC00323,USER4975,ID Card,2024-07-06,Manual Review,75.56,False,3.57,Issues detected
DOC00324,USER6123,Utility Bill,2025-03-06,Rejected,7.83,True,4.61,Issues detected
DOC00325,USER5118,Driver's License,2025-02-18,Rejected,23.08,False,4.19,Issues detected
DOC00326,USER2493,ID Card,2024-05-04,Rejected,2.78,False,1.22,Issues detected
DOC00327,USER9868,Bank Statement,2024-11-21,Manual Review,67.6,False,3.32,Issues detected
DOC00328,USER8014,Utility Bill,2024-05-09,Verified,84.38,False,4.82,Valid document
DOC00329,USER2636,Passport,2024-08-23,Verified,95.26,False,4.18,Valid document
DOC00330,USER9878,ID Card,2024-06-02,Manual Review,65.52,True,4.1,Issues detected
DOC00331,USER6902,Utility Bill,2024-04-24,Rejected,2.88,False,4.96,Issues detected
DOC00332,USER4386,Bank Statement,2024-07-25,Manual Review,78.22,True,4.56,Issues detected
DOC00333,USER7707,Passport,2025-02-01,Manual Review,50.57,True,4.59,Issues detected
DOC00334,USER2285,Utility Bill,2024-09-05,Verified,96.97,False,2.53,Valid document
DOC00335,USER6326,Utility Bill,2024-05-19,Manual Review,56.6,False,3.8,Issues detected
DOC00336,USER9718,Passport,2024-05-02,Manual Review,77.43,True,1.4,Issues detected
DOC00337,USER9101,ID Card,2025-01-09,Rejected,8.19,True,3.14,Issues detected
DOC00338,USER8526,Driver's License,2024-06-19,Rejected,7.3,True,2.02,Issues detected
DOC00339,USER5530,Utility Bill,2024-06-30,Verified,90.13,False,4.38,Valid document
DOC00340,USER5347,Driver's License,2024-10-09,Verified,85.21,False,2.83,Valid document
DOC00341,USER1244,ID Card,2024-08-27,Rejected,16.12,False,4.6,Issues detected
DOC00342,USER7446,Passport,2024-09-27,Manual Review,65.1,True,4.15,Issues detected
DOC00343,USER8412,ID Card,2024-10-15,Rejected,43.84,True,1.46,Issues detected
DOC00344,USER9658,Bank Statement,2024-05-09,Verified,82.16,False,4.83,Valid document
DOC00345,USER4731,Driver's License,2024-12-28,Rejected,26.37,False,4.64,Issues detected
DOC00346,USER2312,Passport,2025-01-16,Rejected,46.34,True,1.85,Issues detected
DOC00347,USER5304,Bank Statement,2024-12-23,Verified,80.98,False,4.45,Valid document
DOC00348,USER5792,Bank Statement,2024-10-06,Verified,80.1,False,4.37,Valid document
DOC00349,USER1766,ID Card,2024-09-23,Manual Review,76.82,False,1.86,Issues detected
DOC00350,USER8569,ID Card,2025-02-12,Verified,97.02,False,3.04,Valid document
DOC00351,USER8202,Driver's License,2024-07-29,Manual Review,70.64,True,0.62,Issues detected
DOC00352,USER6096,Utility Bill,2024-04-19,Verified,85.22,False,1.63,Valid document
DOC00353,USER8483,Bank Statement,2025-01-19,Verified,92.97,False,2.62,Valid document
DOC00354,USER1617,Driver's License,2025-01-29,Manual Review,76.96,True,4.17,Issues detected
DOC00355,USER9009,ID Card,2024-06-07,Rejected,2.12,True,2.11,Issues detected
DOC00356,USER8473,Driver's License,2024-09-11,Rejected,29.03,True,2.94,Issues detected
DOC00357,USER1967,Passport,2025-01-15,Rejected,19.69,True,1.77,Issues detected
DOC00358,USER9078,Bank Statement,2024-05-29,Verified,87.4,False,4.79,Valid document
DOC00359,USER4980,Bank Statement,2024-10-09,Rejected,1.44,False,4.88,Issues detected
DOC00360,USER5710,Driver's License,2024-11-23,Rejected,5.76,False,1.27,Issues detected
DOC00361,USER8384,Passport,2025-03-22,Verified,82.75,False,2.58,Valid document
DOC00362,USER2442,ID Card,2024-12-09,Verified,97.2,False,4.06,Valid document
DOC00363,USER5698,ID Card,2024-09-05,Verified,89.71,False,2.85,Valid document
DOC00364,USER3132,ID Card,2024-08-26,Rejected,37.61,False,2.68,Issues detected
DOC00365,USER4482,Driver's License,2024-10-30,Rejected,31.3,False,3.76,Issues detected
DOC00366,USER7099,Bank Statement,2025-01-17,Manual Review,59.36,False,1.86,Issues detected
DOC00367,USER8600,ID Card,2024-07-02,Manual Review,74.01,True,2.94,Issues detected
DOC00368,USER4257,Driver's License,2024-11-30,Verified,97.37,False,1.39,Valid document
DOC00369,USER8080,Driver's License,2024-07-24,Rejected,28.7,False,0.86,Issues detected
DOC00370,USER3214,Passport,2024-05-03,Verified,92.07,False,2.78,Valid document
DOC00371,USER1120,Driver's License,2025-03-15,Rejected,39.44,False,3.41,Issues detected
DOC00372,USER2551,Passport,2024-10-03,Verified,93.71,False,3.48,Valid document
DOC00373,USER5958,Driver's License,2024-11-21,Manual Review,77.43,True,3.32,Issues detected
DOC00374,USER4997,Driver's License,2024-08-24,Manual Review,73.74,True,3.07,Issues detected
DOC00375,USER7891,ID Card,2025-01-21,Manual Review,50.14,True,4.84,Issues detected
DOC00376,USER3274,ID Card,2025-03-28,Verified,96.67,False,1.13,Valid document
DOC00377,USER7424,Bank Statement,2024-07-15,Verified,99.58,False,2.81,Valid document
DOC00378,USER6715,Bank Statement,2024-05-03,Rejected,45.29,False,2.84,Issues detected
DOC00379,USER9770,Utility Bill,2024-04-22,Rejected,8.58,True,1.4,Issues detected
DOC00380,USER3525,ID Card,2024-08-31,Verified,93.65,False,1.15,Valid document
DOC00381,USER4620,Passport,2024-07-11,Manual Review,69.53,True,2.05,Issues detected
DOC00382,USER1985,Passport,2024-08-11,Manual Review,75.95,True,3.31,Issues detected
DOC00383,USER1788,Utility Bill,2024-10-22,Manual Review,60.79,False,0.69,Issues detected
DOC00384,USER2619,Utility Bill,2024-08-01,Rejected,15.57,True,1.29,Issues detected
DOC00385,USER4355,ID Card,2024-12-30,Manual Review,70.89,True,1.23,Issues detected
DOC00386,USER6835,Bank Statement,2024-08-07,Manual Review,68.19,False,2.82,Issues detected
DOC00387,USER3840,Bank Statement,2024-07-04,Manual Review,60.35,True,2.74,Issues detected
DOC00388,USER5759,Driver's License,2024-06-24,Verified,91.12,False,1.95,Valid document
DOC00389,USER3251,Driver's License,2024-08-24,Manual Review,73.24,False,1.32,Issues detected
DOC00390,USER4035,Bank Statement,2024-07-22,Rejected,15.77,False,0.8,Issues detected
DOC00391,USER4565,Driver's License,2024-05-14,Manual Review,67.99,True,2.01,Issues detected
DOC00392,USER1890,Utility Bill,2024-06-12,Manual Review,58.84,False,1.76,Issues detected
DOC00393,USER9414,Driver's License,2024-11-04,Verified,91.78,False,1.14,Valid document
DOC00394,USER2872,Bank Statement,2024-07-01,Verified,80.96,False,2.7,Valid document
DOC00395,USER8552,ID Card,2024-10-06,Rejected,28.44,True,4.91,Issues detected
DOC00396,USER8320,Bank Statement,2024-05-18,Verified,81.52,False,0.96,Valid document
DOC00397,USER8760,ID Card,2024-10-15,Rejected,39.39,True,1.65,Issues detected
DOC00398,USER8807,Utility Bill,2024-07-16,Rejected,41.22,False,3.13,Issues detected
DOC00399,USER8649,Bank Statement,2024-04-05,Verified,80.8,False,1.4,Valid document
DOC00400,USER3664,Bank Statement,2025-02-21,Rejected,26.52,True,3.52,Issues detected
DOC00401,USER6517,Utility Bill,2024-09-26,Verified,91.92,False,1.49,Valid document
DOC00402,USER9401,ID Card,2024-09-23,Rejected,30.37,False,1.55,Issues detected
DOC00403,USER1548,Bank Statement,2024-06-18,Manual Review,64.91,False,3.16,Issues detected
DOC00404,USER9021,Utility Bill,2024-06-12,Rejected,44.87,True,4.87,Issues detected
DOC00405,USER7401,Passport,2024-07-20,Rejected,15.11,False,1.0,Issues detected
DOC00406,USER9946,Passport,2024-07-25,Rejected,27.5,False,1.81,Issues detected
DOC00407,USER2658,Bank Statement,2024-04-29,Verified,86.21,False,1.11,Valid document
DOC00408,USER5304,ID Card,2024-05-12,Verified,96.83,False,3.82,Valid document
DOC00409,USER3627,Passport,2024-10-21,Manual Review,50.58,False,2.1,Issues detected
DOC00410,USER9966,ID Card,2024-09-11,Manual Review,51.73,True,1.75,Issues detected
DOC00411,USER7360,Driver's License,2024-04-11,Verified,96.31,False,3.48,Valid document
DOC00412,USER6840,Driver's License,2024-10-02,Verified,80.72,False,4.52,Valid document
DOC00413,USER4424,Bank Statement,2024-06-30,Manual Review,74.61,True,1.76,Issues detected
DOC00414,USER1326,ID Card,2025-02-24,Verified,82.13,False,3.76,Valid document
DOC00415,USER4875,Bank Statement,2024-05-06,Verified,93.27,False,4.04,Valid document
DOC00416,USER9555,Passport,2024-07-27,Manual Review,51.48,True,4.1,Issues detected
DOC00417,USER8324,Driver's License,2024-05-20,Rejected,4.98,False,1.7,Issues detected
DOC00418,USER1030,Driver's License,2024-04-07,Manual Review,56.37,True,4.02,Issues detected
DOC00419,USER5633,ID Card,2024-10-02,Manual Review,58.53,False,1.11,Issues detected
DOC00420,USER3014,Passport,2024-10-25,Rejected,39.36,True,0.7,Issues detected
DOC00421,USER6468,Passport,2024-09-12,Manual Review,75.37,True,1.17,Issues detected
DOC00422,USER1882,Passport,2024-09-18,Rejected,12.43,False,3.78,Issues detected
DOC00423,USER3686,Utility Bill,2024-05-17,Verified,89.17,False,4.47,Valid document
DOC00424,USER2451,Driver's License,2025-03-22,Verified,84.59,False,4.77,Valid document
DOC00425,USER7203,Utility Bill,2024-05-26,Verified,90.16,False,4.36,Valid document
DOC00426,USER3589,Driver's License,2025-03-21,Manual Review,74.66,False,3.62,Issues detected
DOC00427,USER3912,ID Card,2025-01-28,Verified,84.9,False,3.47,Valid document
DOC00428,USER9054,Utility Bill,2024-09-03,Manual Review,75.67,True,0.54,Issues detected
DOC00429,USER6826,Driver's License,2024-04-14,Manual Review,68.62,False,4.04,Issues detected
DOC00430,USER9232,Passport,2024-10-29,Verified,98.09,False,2.2,Valid document
DOC00431,USER4234,Driver's License,2024-12-13,Manual Review,68.11,True,2.99,Issues detected
DOC00432,USER2398,Bank Statement,2024-08-23,Rejected,41.76,False,3.91,Issues detected
DOC00433,USER6787,Utility Bill,2025-03-22,Manual Review,55.31,True,4.72,Issues detected
DOC00434,USER6941,Driver's License,2024-07-26,Manual Review,79.14,False,2.93,Issues detected
DOC00435,USER6855,Utility Bill,2025-03-30,Rejected,14.38,False,3.14,Issues detected
DOC00436,USER3317,Passport,2024-07-22,Verified,98.49,False,4.21,Valid document
DOC00437,USER4486,Passport,2025-03-19,Manual Review,57.09,False,2.55,Issues detected
DOC00438,USER6337,Passport,2025-03-28,Rejected,44.36,False,2.1,Issues detected
DOC00439,USER5995,ID Card,2024-04-12,Verified,84.56,False,1.39,Valid document
DOC00440,USER1644,Passport,2024-04-03,Manual Review,79.3,True,3.33,Issues detected
DOC00441,USER9213,Passport,2024-09-26,Manual Review,68.45,False,2.46,Issues detected
DOC00442,USER5365,Driver's License,2024-08-28,Manual Review,75.02,True,3.36,Issues detected
DOC00443,USER5383,Bank Statement,2024-05-01,Verified,83.52,False,2.23,Valid document
DOC00444,USER9149,Bank Statement,2025-01-15,Manual Review,73.3,False,4.48,Issues detected
DOC00445,USER3500,ID Card,2024-07-25,Verified,86.89,False,2.85,Valid document
DOC00446,USER6672,Bank Statement,2025-02-20,Rejected,12.84,False,2.55,Issues detected
DOC00447,USER2608,Utility Bill,2024-04-20,Verified,86.2,False,4.12,Valid document
DOC00448,USER9258,Driver's License,2024-12-05,Rejected,21.89,True,3.36,Issues detected
DOC00449,USER6078,ID Card,2025-03-11,Manual Review,52.71,False,3.8,Issues detected
DOC00450,USER8524,ID Card,2024-09-17,Verified,96.63,False,1.01,Valid document
DOC00451,USER9789,ID Card,2024-09-25,Manual Review,57.3,False,0.86,Issues detected
DOC00452,USER7509,Driver's License,2024-10-10,Rejected,22.36,False,3.69,Issues detected
DOC00453,USER4343,ID Card,2024-05-05,Rejected,21.7,False,1.22,Issues detected
DOC00454,USER7539,Driver's License,2024-05-21,Rejected,26.68,False,3.58,Issues detected
DOC00455,USER9775,Bank Statement,2024-10-19,Manual Review,51.32,True,3.73,Issues detected
DOC00456,USER1522,Driver's License,2024-07-24,Rejected,40.83,True,3.64,Issues detected
DOC00457,USER1098,Passport,2024-12-26,Rejected,17.67,False,1.42,Issues detected
DOC00458,USER8050,Utility Bill,2025-02-06,Manual Review,69.66,True,3.52,Issues detected
DOC00459,USER9016,Bank Statement,2025-01-06,Rejected,49.13,True,4.93,Issues detected
DOC00460,USER3914,Utility Bill,2025-02-13,Rejected,34.09,True,0.89,Issues detected
DOC00461,USER8648,Passport,2024-12-31,Verified,88.54,False,3.68,Valid document
DOC00462,USER2830,Passport,2024-07-29,Manual Review,54.46,False,1.65,Issues detected
DOC00463,USER2130,Bank Statement,2024-11-19,Verified,85.61,False,4.05,Valid document
DOC00464,USER4859,Utility Bill,2025-02-14,Verified,95.05,False,1.66,Valid document
DOC00465,USER6977,Utility Bill,2025-03-18,Rejected,44.01,True,1.73,Issues detected
DOC00466,USER3554,Utility Bill,2024-07-25,Manual Review,53.02,True,2.86,Issues detected
DOC00467,USER5540,Passport,2024-04-07,Manual Review,67.17,False,4.14,Issues detected
DOC00468,USER8623,ID Card,2024-12-19,Rejected,23.34,False,3.9,Issues detected
DOC00469,USER1149,Driver's License,2024-09-05,Verified,87.63,False,0.78,Valid document
DOC00470,USER2078,Utility Bill,2025-02-15,Verified,89.87,False,0.74,Valid document
DOC00471,USER5505,Driver's License,2025-02-23,Manual Review,54.41,True,2.1,Issues detected
DOC00472,USER8572,Driver's License,2024-09-08,Rejected,28.96,True,2.95,Issues detected
DOC00473,USER3928,Bank Statement,2024-08-11,Verified,97.77,False,1.35,Valid document
DOC00474,USER1581,Bank Statement,2024-10-27,Rejected,2.14,False,3.18,Issues detected
DOC00475,USER6636,ID Card,2024-10-25,Rejected,21.64,True,4.79,Issues detected
DOC00476,USER2273,Driver's License,2024-07-11,Verified,98.33,False,4.14,Valid document
DOC00477,USER1635,Driver's License,2024-11-07,Manual Review,58.92,False,0.8,Issues detected
DOC00478,USER8770,Bank Statement,2024-04-17,Rejected,4.11,False,1.98,Issues detected
DOC00479,USER5740,Bank Statement,2024-10-24,Verified,99.79,False,1.77,Valid document
DOC00480,USER3744,Bank Statement,2024-10-06,Rejected,37.09,True,2.68,Issues detected
DOC00481,USER2115,Driver's License,2024-12-23,Rejected,9.65,True,0.81,Issues detected
DOC00482,USER1847,Passport,2024-04-14,Manual Review,69.1,False,1.39,Issues detected
DOC00483,USER8162,ID Card,2025-01-14,Rejected,26.51,False,4.67,Issues detected
DOC00484,USER9840,Utility Bill,2025-02-26,Manual Review,56.03,True,3.21,Issues detected
DOC00485,USER6612,Utility Bill,2024-07-13,Rejected,23.99,True,1.69,Issues detected
DOC00486,USER5829,Passport,2024-08-31,Rejected,49.77,True,1.61,Issues detected
DOC00487,USER9877,Utility Bill,2024-07-04,Verified,88.6,False,1.66,Valid document
DOC00488,USER9787,Driver's License,2025-03-20,Manual Review,59.89,False,1.27,Issues detected
DOC00489,USER9440,ID Card,2024-06-03,Rejected,28.36,True,4.41,Issues detected
DOC00490,USER5689,ID Card,2024-07-27,Manual Review,74.39,True,2.71,Issues detected
DOC00491,USER6006,Passport,2024-06-01,Rejected,30.46,True,4.16,Issues detected
DOC00492,USER5487,Driver's License,2024-11-21,Rejected,40.42,True,4.32,Issues detected
DOC00493,USER2312,Utility Bill,2024-10-24,Verified,82.33,False,4.18,Valid document
DOC00494,USER7838,Driver's License,2025-03-30,Manual Review,57.71,True,4.35,Issues detected
DOC00495,USER7744,Bank Statement,2024-06-27,Verified,82.51,False,2.18,Valid document
DOC00496,USER1708,Bank Statement,2024-04-10,Manual Review,74.64,True,0.73,Issues detected
DOC00497,USER9904,Bank Statement,2024-09-03,Rejected,39.05,True,1.07,Issues detected
DOC00498,USER2190,ID Card,2025-02-22,Verified,89.99,False,1.69,Valid document
DOC00499,USER9601,Driver's License,2024-07-24,Rejected,12.05,True,2.97,Issues detected
DOC00500,USER5927,Utility Bill,2025-02-22,Verified,87.99,False,1.66,Valid document
DOC00501,USER3365,Passport,2024-12-29,Verified,90.7,False,4.85,Valid document
DOC00502,USER1784,Bank Statement,2024-07-24,Rejected,27.91,True,1.84,Issues detected
DOC00503,USER8365,Passport,2024-08-25,Rejected,22.78,False,3.9,Issues detected
DOC00504,USER1944,Driver's License,2025-03-26,Rejected,3.16,False,0.71,Issues detected
DOC00505,USER4063,Passport,2024-06-14,Rejected,42.58,True,3.98,Issues detected
DOC00506,USER9599,Utility Bill,2024-06-08,Manual Review,77.54,True,2.28,Issues detected
DOC00507,USER3825,Bank Statement,2025-01-16,Verified,87.59,False,1.85,Valid document
DOC00508,USER1406,Utility Bill,2025-03-17,Manual Review,52.81,True,4.21,Issues detected
DOC00509,USER3144,Bank Statement,2024-07-22,Rejected,41.92,False,2.0,Issues detected
DOC00510,USER1717,Driver's License,2024-08-27,Rejected,9.31,True,1.1,Issues detected
DOC00511,USER7978,ID Card,2024-04-26,Manual Review,57.37,True,0.5,Issues detected
DOC00512,USER2488,Driver's License,2024-06-02,Rejected,44.01,True,1.55,Issues detected
DOC00513,USER6265,Bank Statement,2024-05-25,Manual Review,53.1,False,3.28,Issues detected
DOC00514,USER1638,Driver's License,2024-11-21,Verified,93.29,False,4.68,Valid document
DOC00515,USER4605,Passport,2024-05-04,Manual Review,58.13,True,2.57,Issues detected
DOC00516,USER1072,Bank Statement,2025-03-08,Rejected,48.51,True,1.5,Issues detected
DOC00517,USER8500,Passport,2024-08-15,Rejected,1.78,True,3.47,Issues detected
DOC00518,USER8178,Utility Bill,2024-08-22,Manual Review,77.15,True,4.17,Issues detected
DOC00519,USER4302,ID Card,2024-12-28,Verified,97.76,False,0.71,Valid document
DOC00520,USER5354,Passport,2024-12-25,Verified,80.02,False,2.82,Valid document
DOC00521,USER5129,Utility Bill,2025-03-26,Rejected,39.36,True,1.84,Issues detected
DOC00522,USER8627,Passport,2024-12-24,Rejected,30.62,True,3.39,Issues detected
DOC00523,USER1626,Utility Bill,2024-12-10,Rejected,45.73,True,3.69,Issues detected
DOC00524,USER5702,ID Card,2025-02-13,Verified,80.36,False,3.04,Valid document
DOC00525,USER6365,ID Card,2024-07-05,Manual Review,69.79,True,1.31,Issues detected
DOC00526,USER9482,ID Card,2024-05-25,Manual Review,73.09,False,1.76,Issues detected
DOC00527,USER4874,ID Card,2024-06-20,Manual Review,53.52,True,2.93,Issues detected
DOC00528,USER9471,Utility Bill,2025-02-09,Verified,89.51,False,3.04,Valid document
DOC00529,USER9054,Passport,2024-06-05,Manual Review,64.22,True,3.17,Issues detected
DOC00530,USER5131,ID Card,2024-11-03,Verified,85.69,False,3.33,Valid document
DOC00531,USER4385,Utility Bill,2025-01-23,Verified,98.35,False,2.73,Valid document
DOC00532,USER7582,Utility Bill,2024-05-04,Rejected,27.02,False,4.95,Issues detected
DOC00533,USER6722,Utility Bill,2024-09-04,Manual Review,64.22,True,2.77,Issues detected
DOC00534,USER3178,ID Card,2024-04-28,Verified,95.75,False,4.31,Valid document
DOC00535,USER9523,Driver's License,2024-04-28,Manual Review,68.96,False,2.95,Issues detected
DOC00536,USER3683,Passport,2024-10-16,Verified,82.03,False,1.83,Valid document
DOC00537,USER7919,ID Card,2024-12-04,Rejected,18.3,True,3.49,Issues detected
DOC00538,USER8952,Driver's License,2025-02-19,Manual Review,64.76,False,0.82,Issues detected
DOC00539,USER4730,Passport,2024-08-16,Manual Review,57.21,True,2.77,Issues detected
DOC00540,USER4526,Driver's License,2024-12-12,Verified,87.15,False,3.47,Valid document
DOC00541,USER2232,ID Card,2024-05-09,Verified,90.93,False,1.84,Valid document
DOC00542,USER1167,ID Card,2025-03-03,Verified,93.42,False,1.61,Valid document
DOC00543,USER1473,Driver's License,2024-08-18,Manual Review,61.83,False,1.21,Issues detected
DOC00544,USER9932,Bank Statement,2025-03-12,Rejected,8.07,False,3.69,Issues detected
DOC00545,USER1414,Bank Statement,2024-08-02,Rejected,19.79,True,1.78,Issues detected
DOC00546,USER6179,Passport,2025-02-03,Rejected,21.62,True,4.67,Issues detected
DOC00547,USER8825,Passport,2024-10-30,Verified,80.35,False,2.28,Valid document
DOC00548,USER8740,Bank Statement,2025-02-28,Verified,94.34,False,0.62,Valid document
DOC00549,USER6977,ID Card,2025-01-11,Rejected,1.58,False,2.72,Issues detected
DOC00550,USER5376,Utility Bill,2024-08-04,Verified,87.91,False,3.65,Valid document
DOC00551,USER4555,Driver's License,2024-08-20,Verified,97.89,False,2.06,Valid document
DOC00552,USER9242,Bank Statement,2024-07-01,Verified,88.0,False,2.73,Valid document
DOC00553,USER1181,Utility Bill,2024-06-30,Rejected,6.66,False,2.12,Issues detected
DOC00554,USER4602,Passport,2024-12-08,Manual Review,78.5,False,1.05,Issues detected
DOC00555,USER3220,Passport,2024-10-11,Verified,86.94,False,3.76,Valid document
DOC00556,USER7584,Utility Bill,2024-09-19,Verified,89.09,False,4.04,Valid document
DOC00557,USER8803,Driver's License,2024-09-09,Rejected,14.61,False,2.5,Issues detected
DOC00558,USER9882,ID Card,2024-10-19,Manual Review,53.1,True,1.82,Issues detected
DOC00559,USER8369,Driver's License,2024-09-19,Rejected,5.96,True,3.4,Issues detected
DOC00560,USER1146,ID Card,2025-03-20,Rejected,20.0,False,3.86,Issues detected
DOC00561,USER1470,Passport,2024-07-22,Rejected,31.24,True,1.79,Issues detected
DOC00562,USER6279,Utility Bill,2024-06-09,Rejected,23.64,False,0.59,Issues detected
DOC00563,USER2274,Utility Bill,2025-01-12,Verified,81.26,False,1.16,Valid document
DOC00564,USER4091,Driver's License,2024-08-01,Rejected,31.89,True,4.37,Issues detected
DOC00565,USER6335,Driver's License,2024-07-04,Manual Review,64.48,False,1.51,Issues detected
DOC00566,USER6173,Bank Statement,2024-10-26,Rejected,34.8,False,4.41,Issues detected
DOC00567,USER9551,Utility Bill,2024-04-25,Rejected,35.22,True,2.18,Issues detected
DOC00568,USER3409,Bank Statement,2024-09-26,Rejected,35.39,True,3.65,Issues detected
DOC00569,USER4775,Driver's License,2024-07-20,Verified,88.97,False,1.07,Valid document
DOC00570,USER2679,Bank Statement,2024-12-18,Rejected,6.08,True,1.11,Issues detected
DOC00571,USER3359,Passport,2024-07-16,Verified,96.78,False,1.34,Valid document
DOC00572,USER6817,Bank Statement,2024-04-26,Rejected,32.15,False,4.7,Issues detected
DOC00573,USER2151,ID Card,2024-05-07,Verified,91.03,False,3.3,Valid document
DOC00574,USER3254,Passport,2024-06-16,Rejected,13.68,False,3.39,Issues detected
DOC00575,USER8427,Bank Statement,2024-09-14,Rejected,10.4,True,3.24,Issues detected
DOC00576,USER9338,Passport,2025-01-01,Manual Review,74.97,True,0.96,Issues detected
DOC00577,USER2606,Passport,2024-10-20,Manual Review,64.72,True,1.27,Issues detected
DOC00578,USER1259,Utility Bill,2025-03-30,Rejected,24.42,True,1.41,Issues detected
DOC00579,USER2010,Bank Statement,2024-08-10,Verified,89.03,False,0.77,Valid document
DOC00580,USER8379,ID Card,2025-03-24,Verified,94.74,False,2.48,Valid document
DOC00581,USER4278,ID Card,2024-11-19,Verified,99.28,False,1.66,Valid document
DOC00582,USER3984,Passport,2024-04-25,Rejected,35.86,True,1.05,Issues detected
DOC00583,USER4577,Bank Statement,2024-11-24,Rejected,24.89,False,2.85,Issues detected
DOC00584,USER6609,Passport,2025-03-02,Rejected,1.78,True,3.94,Issues detected
DOC00585,USER9574,Utility Bill,2024-08-18,Manual Review,75.27,True,4.68,Issues detected
DOC00586,USER8969,Driver's License,2024-12-31,Verified,92.39,False,3.84,Valid document
DOC00587,USER6726,Passport,2025-01-04,Manual Review,68.51,False,2.69,Issues detected
DOC00588,USER9314,ID Card,2024-09-24,Verified,94.01,False,2.15,Valid document
DOC00589,USER5309,Bank Statement,2024-09-10,Rejected,23.9,True,3.79,Issues detected
DOC00590,USER7100,ID Card,2024-08-02,Manual Review,56.57,False,2.25,Issues detected
DOC00591,USER9418,Bank Statement,2024-05-18,Verified,96.49,False,4.34,Valid document
DOC00592,USER4850,Driver's License,2024-10-12,Manual Review,75.39,True,0.73,Issues detected
DOC00593,USER5001,Passport,2024-05-19,Manual Review,75.09,True,0.9,Issues detected
DOC00594,USER6086,Bank Statement,2024-05-30,Rejected,1.22,True,4.92,Issues detected
DOC00595,USER8747,ID Card,2024-11-09,Rejected,33.88,True,0.8,Issues detected
DOC00596,USER4026,Driver's License,2024-08-15,Rejected,3.03,False,2.3,Issues detected
DOC00597,USER8065,Bank Statement,2025-01-03,Rejected,4.41,True,4.03,Issues detected
DOC00598,USER9326,Bank Statement,2025-02-07,Rejected,47.04,False,3.29,Issues detected
DOC00599,USER9656,Passport,2024-12-08,Manual Review,69.89,False,0.91,Issues detected
DOC00600,USER8613,Driver's License,2024-05-12,Verified,93.13,False,1.01,Valid document
DOC00601,USER1269,Driver's License,2024-10-28,Manual Review,50.04,True,1.52,Issues detected
DOC00602,USER4685,Passport,2025-01-29,Manual Review,78.08,True,0.56,Issues detected
DOC00603,USER6666,Passport,2024-11-25,Verified,91.13,False,4.04,Valid document
DOC00604,USER2515,Utility Bill,2024-11-02,Rejected,40.92,True,4.92,Issues detected
DOC00605,USER7461,Utility Bill,2024-10-04,Manual Review,63.24,False,1.74,Issues detected
DOC00606,USER9229,Passport,2025-01-30,Verified,88.59,False,1.17,Valid document
DOC00607,USER3003,Passport,2024-07-24,Verified,85.72,False,2.57,Valid document
DOC00608,USER5486,Passport,2024-09-03,Manual Review,50.32,True,2.72,Issues detected
DOC00609,USER3227,ID Card,2024-10-06,Verified,81.39,False,2.97,Valid document
DOC00610,USER3312,Driver's License,2024-07-31,Rejected,25.01,True,2.4,Issues detected
DOC00611,USER2236,ID Card,2024-12-13,Rejected,35.85,True,3.2,Issues detected
DOC00612,USER3960,Bank Statement,2024-06-28,Manual Review,55.18,True,0.89,Issues detected
DOC00613,USER5313,Bank Statement,2024-09-22,Verified,85.27,False,2.73,Valid document
DOC00614,USER9250,Bank Statement,2025-01-31,Verified,82.71,False,2.33,Valid document
DOC00615,USER6357,Driver's License,2024-04-19,Verified,94.35,False,1.69,Valid document
DOC00616,USER2019,ID Card,2024-10-20,Rejected,28.53,True,3.82,Issues detected
DOC00617,USER2737,Passport,2024-09-05,Verified,91.45,False,2.15,Valid document
DOC00618,USER6640,ID Card,2024-11-14,Rejected,43.92,True,2.64,Issues detected
DOC00619,USER9558,Utility Bill,2024-10-25,Rejected,38.81,True,3.48,Issues detected
DOC00620,USER4218,Bank Statement,2025-01-03,Manual Review,54.34,True,1.79,Issues detected
DOC00621,USER8687,Bank Statement,2024-07-18,Rejected,37.44,False,0.63,Issues detected
DOC00622,USER5883,ID Card,2024-11-02,Rejected,20.36,False,4.9,Issues detected
DOC00623,USER9032,Driver's License,2024-10-05,Verified,97.03,False,2.19,Valid document
DOC00624,USER6006,ID Card,2025-02-18,Manual Review,51.7,False,3.34,Issues detected
DOC00625,USER8030,Bank Statement,2024-07-23,Manual Review,61.01,True,3.73,Issues detected
DOC00626,USER6782,Driver's License,2025-03-13,Manual Review,74.17,True,1.05,Issues detected
DOC00627,USER2402,Passport,2024-06-10,Manual Review,52.8,True,3.41,Issues detected
